latitude,longitude,velocity,direction,distance,dir_diff
35.1040497,129.0942841,14.0,175.0,3.813991252802767,0.0
35.1040154,129.0942841,12.0,174.0,3.813991251388119,-1.0
35.1039848,129.0942841,10.0,177.0,3.402569455585115,3.0
35.1039619,129.0942993,7.0,173.0,2.897578078761776,-4.0
35.1039467,129.0942993,4.0,174.0,1.6901652193008434,1.0
35.1039391,129.0942993,0.0,356.0,0.8450826100040837,182.0
35.1039352,129.0942993,3.0,175.0,0.8562021177884739,0.0
35.1039276,129.0942993,4.0,175.0,0.8450826100040837,0.0
35.1039162,129.0942993,4.0,176.0,1.2676239142988015,1.0
35.1039047,129.0942993,5.0,173.0,1.2787434227905157,-3.0
35.1038895,129.0942993,6.0,173.0,1.6901652193008434,0.0
35.1038704,129.0942993,6.0,166.0,2.1238260327945993,-7.0
35.1038589,129.0943146,6.0,166.0,1.8900799728805884,0.0
35.1038437,129.0943146,7.0,163.0,1.6901652193008434,-3.0
35.1038246,129.0943146,7.0,158.0,2.1238260320872753,-5.0
35.1038055,129.0943298,7.0,154.0,2.5342881769449894,-4.0
35.1037903,129.0943451,7.0,148.0,2.1894929087375306,-6.0
35.103775,129.0943604,8.0,136.0,2.19808807494266,-12.0
35.1037598,129.0943756,8.0,129.0,2.183721651801191,-7.0
35.1037483,129.0943909,8.0,123.0,1.8900813630959266,-6.0
35.1037369,129.0944214,8.0,115.0,3.050442625867889,-8.0
35.1037292,129.0944366,8.0,107.0,1.6263657213486686,-8.0
35.1037254,129.0944672,8.0,99.0,2.815570549314753,-8.0
35.1037254,129.0944977,9.0,91.0,2.7745870140202995,-8.0
35.1037254,129.0945282,9.0,82.0,2.7745870140202995,-9.0
35.1037292,129.0945435,9.0,74.0,1.4545670278385674,-8.0
35.1037369,129.094574,9.0,68.0,2.903689673482074,-6.0
35.1037483,129.0946045,8.0,60.0,3.0504426300786123,-8.0
35.1037636,129.094635,10.0,54.0,3.2546423844211563,-6.0
35.103775,129.0946503,10.0,48.0,1.882576023599925,-6.0
35.1037979,129.0946808,11.0,38.0,3.7659405429373636,-10.0
35.1038208,129.094696,11.0,30.0,2.897579407475144,-8.0
35.1038399,129.0947113,11.0,25.0,2.5392629260233583,-5.0
35.1038704,129.0947266,12.0,18.0,3.6659447292272413,-7.0
35.1039009,129.0947418,12.0,11.0,3.662500371525233,-7.0
35.1039314,129.0947418,12.0,6.0,3.3914499470934008,-5.0
35.1039696,129.0947418,13.0,0.0,4.2476520648818745,-6.0
35.1039963,129.0947418,13.0,0.0,2.968908642091359,0.0
35.1040306,129.0947418,13.0,0.0,3.813991252802767,0.0
35.1040649,129.0947418,13.0,0.0,3.813991251388119,0.0
35.1040993,129.0947571,13.0,0.0,4.070464292613719,0.0
35.1041412,129.0947571,13.0,359.0,4.659073861392202,359.0
35.1041679,129.0947418,13.0,357.0,3.278966652477031,-2.0
35.1042099,129.0947418,13.0,354.0,4.670193369883917,-3.0
35.1042366,129.0947418,13.0,353.0,2.968908642091359,-1.0
35.1042747,129.0947418,13.0,352.0,4.236532557097485,-1.0
35.1043091,129.0947266,13.0,350.0,4.067361491208149,-2.0
35.1043434,129.0947266,13.0,348.0,3.813991251388119,-2.0
35.1043701,129.0947113,13.0,347.0,3.27896518691758,-1.0
35.1044083,129.0947113,13.0,347.0,4.2476520655891985,0.0
35.104435,129.094696,13.0,348.0,3.2789647165170064,1.0
35.1044693,129.094696,13.0,349.0,3.813991251388119,1.0
35.1045036,129.0946808,13.0,349.0,4.056904893329176,0.0
35.1045341,129.0946808,13.0,350.0,3.391449947800725,1.0
35.1045685,129.0946655,13.0,349.0,4.070461551769072,-1.0
35.1046028,129.0946655,13.0,350.0,3.813991252802767,1.0
35.104641,129.0946503,13.0,350.0,4.467044856049442,0.0
35.1046715,129.0946503,13.0,350.0,3.3914499470934008,0.0
35.1047058,129.094635,14.0,350.0,4.060013258791336,0.0
35.1047401,129.094635,14.0,349.0,3.813991252095443,-1.0
35.1047783,129.0946198,15.0,350.0,4.467044135797675,1.0
35.1048203,129.0946198,15.0,350.0,4.670193369883917,0.0
35.1048508,129.0946045,15.0,349.0,3.6659383739758717,-1.0
35.1048927,129.0946045,15.0,350.0,4.659073861392202,1.0
35.1049385,129.0945892,15.0,352.0,5.27949941539381,2.0
35.104969,129.0945892,15.0,353.0,3.3914499463860768,1.0
35.105011,129.0945892,15.0,354.0,4.670193369883917,1.0
35.1050568,129.094574,15.0,355.0,5.277107998567135,1.0
35.1050873,129.094574,15.0,355.0,3.3914499470934008,0.0
35.1051369,129.094574,15.0,355.0,5.515275979888,0.0
35.1051674,129.094574,15.0,354.0,3.3914499470934008,-1.0
35.1052094,129.0945587,15.0,355.0,4.873177685403405,1.0
35.1052551,129.0945587,15.0,354.0,5.081615166394244,-1.0
35.1052856,129.0945587,15.0,355.0,3.391449947800725,1.0
35.1053238,129.0945587,15.0,354.0,4.2476520641745505,-1.0
35.1053658,129.0945435,15.0,354.0,4.8705866059880805,0.0
35.1054039,129.0945435,15.0,354.0,4.236532557097485,0.0
35.105442,129.0945435,15.0,354.0,4.23653255639016,0.0
35.1054916,129.0945282,15.0,355.0,5.688181654633666,1.0
35.1055222,129.0945282,16.0,356.0,3.402569455585115,1.0
35.1055641,129.0945282,15.0,355.0,4.659073861392202,-1.0
35.1056099,129.0945282,15.0,356.0,5.092734674178635,1.0
35.1056404,129.0945282,16.0,356.0,3.391449947800725,0.0
35.1056824,129.0945129,16.0,355.0,4.8731753785788445,-1.0
35.1057205,129.0945129,15.0,354.0,4.23653255639016,-1.0
35.1057587,129.0945129,15.0,354.0,4.2476520655891985,0.0
35.1058006,129.0944977,16.0,354.0,4.859923519950093,0.0
35.1058388,129.0944977,15.0,354.0,4.2476520648818745,0.0
35.1058769,129.0944977,15.0,355.0,4.236532557097485,1.0
35.1059265,129.0944977,16.0,355.0,5.515275979888,0.0
35.105957,129.0944824,15.0,355.0,3.6659312010963263,0.0
35.105999,129.0944824,16.0,355.0,4.670193369883917,0.0
35.1060448,129.0944824,15.0,355.0,5.092734674885959,0.0
35.1060753,129.0944824,15.0,355.0,3.3914499470934008,0.0
35.1061172,129.0944672,15.0,355.0,4.859921992519561,0.0
35.1061554,129.0944672,16.0,354.0,4.2476520648818745,-1.0
35.106205,129.0944672,16.0,355.0,5.515275979888,1.0
35.1062355,129.0944672,16.0,356.0,3.3914499463860768,1.0
35.1062775,129.0944519,16.0,355.0,4.873172476250646,-1.0
35.1063156,129.0944519,15.0,357.0,4.236532557097485,2.0
35.1063576,129.0944519,15.0,356.0,4.670193369883917,-1.0
35.1063957,129.0944519,15.0,355.0,4.236532557097485,-1.0
35.1064377,129.0944519,15.0,356.0,4.670193369883917,1.0
35.1064758,129.0944366,15.0,355.0,4.459293941189665,-1.0
35.106514,129.0944366,16.0,357.0,4.2476520648818745,2.0
35.1065636,129.0944366,16.0,355.0,5.515275979888,-2.0
35.1065941,129.0944366,15.0,356.0,3.3914499470934008,1.0
35.106636,129.0944366,15.0,357.0,4.659073862099526,1.0
35.1066742,129.0944214,16.0,357.0,4.467034180922097,0.0
35.1067162,129.0944214,15.0,357.0,4.670193369883917,0.0
35.1067543,129.0944214,16.0,358.0,4.23653255639016,1.0
35.1067963,129.0944214,15.0,356.0,4.670193369883917,-2.0
35.106842,129.0944214,15.0,355.0,5.081615166394244,-1.0
35.1068764,129.0944061,15.0,355.0,4.070448076258395,0.0
35.1069145,129.0944061,16.0,354.0,4.236532557804809,-1.0
35.1069565,129.0944061,15.0,353.0,4.670193369883917,-1.0
35.1069946,129.0944061,16.0,353.0,4.23653255639016,0.0
35.1070404,129.0943909,15.0,353.0,5.277099180741395,0.0
35.1070747,129.0943909,16.0,354.0,3.813991251388119,1.0
35.1071129,129.0943756,15.0,355.0,4.469855941239876,1.0
35.1071587,129.0943756,15.0,356.0,5.092734674885959,1.0
35.107193,129.0943756,15.0,356.0,3.813991252802767,0.0
35.1072311,129.0943756,16.0,357.0,4.23653255639016,1.0
35.1072731,129.0943756,16.0,359.0,4.670193369883917,2.0
35.1073112,129.0943756,16.0,356.0,4.23653255639016,-3.0
35.1073532,129.0943604,16.0,355.0,4.870577035160452,-1.0
35.1073914,129.0943604,16.0,354.0,4.2476520648818745,-1.0
35.1074333,129.0943604,16.0,351.0,4.659073862099526,-3.0
35.1074715,129.0943451,15.0,351.0,4.4698540351675415,0.0
35.1075211,129.0943451,15.0,353.0,5.515275979180676,2.0
35.1075516,129.0943298,15.0,354.0,3.665920862770273,1.0
35.1075935,129.0943298,16.0,355.0,4.659073861392202,1.0
35.1076317,129.0943298,16.0,356.0,4.2476520648818745,1.0
35.1076736,129.0943298,15.0,356.0,4.659073862099526,0.0
35.1077118,129.0943298,15.0,356.0,4.2476520641745505,0.0
35.1077538,129.0943146,16.0,356.0,4.870575105806118,0.0
35.1077919,129.0943146,16.0,354.0,4.236532557804809,-2.0
35.1078415,129.0943146,16.0,354.0,5.515275979180676,0.0
35.1078835,129.0942993,16.0,354.0,4.873164643602955,0.0
35.107914,129.0942993,16.0,355.0,3.3914499470934008,1.0
35.1079559,129.0942993,16.0,354.0,4.659073862099526,-1.0
35.1079979,129.0942993,16.0,355.0,4.670193369883917,1.0
35.108036,129.0942841,16.0,355.0,4.456454925924784,0.0
35.1080933,129.0942841,16.0,356.0,6.371478097676475,1.0
35.1081276,129.0942841,16.0,356.0,3.813991252095443,0.0
35.1081581,129.0942841,16.0,355.0,3.3914499463860768,-1.0
35.1082001,129.0942841,16.0,356.0,4.670193369883917,1.0
35.108242,129.0942688,16.0,355.0,4.862507556860207,-1.0
35.108284,129.0942688,16.0,354.0,4.670193369883917,-1.0
35.1083221,129.0942688,16.0,355.0,4.236532557097485,1.0
35.1083641,129.0942535,17.0,354.0,4.873162299628031,-1.0
35.1084137,129.0942535,16.0,355.0,5.515275979180676,1.0
35.1084557,129.0942535,16.0,353.0,4.670193369883917,-2.0
35.1084862,129.0942383,16.0,352.0,3.6624710041040127,-1.0
35.1085281,129.0942383,16.0,353.0,4.659073862099526,1.0
35.1085701,129.0942383,16.0,355.0,4.670193369883917,2.0
35.1086121,129.094223,16.0,355.0,4.8731610900802735,0.0
35.108654,129.094223,17.0,356.0,4.659073861392202,1.0
35.108696,129.094223,16.0,355.0,4.670193369883917,-1.0
35.1087418,129.094223,17.0,355.0,5.092734674178635,0.0
35.1087837,129.0942078,16.0,353.0,4.8599091220710315,-2.0
35.1088257,129.0942078,17.0,354.0,4.670193369883917,1.0
35.1088676,129.0942078,16.0,353.0,4.659073862099526,-1.0
35.1089096,129.0941925,17.0,354.0,4.873159638427458,1.0
35.1089516,129.0941925,16.0,356.0,4.670193369883917,2.0
35.109005,129.0941925,16.0,356.0,5.937817284890042,0.0
35.1090355,129.0941925,17.0,357.0,3.3914499470934008,1.0
35.1090775,129.0941925,16.0,357.0,4.670193369883917,0.0
35.1091385,129.0941772,17.0,1.0,6.924211095961775,-356.0
35.1091614,129.0941925,16.0,3.0,2.9018878248776088,2.0
35.1092072,129.0941925,17.0,6.0,5.092734674885959,3.0
35.1092491,129.0941925,17.0,8.0,4.659073862099526,2.0
35.1092911,129.0942078,17.0,8.0,4.873157777756897,0.0
35.109333,129.0942078,17.0,5.0,4.659073862099526,-3.0
35.109375,129.0942078,16.0,5.0,4.670193369883917,0.0
35.1094246,129.094223,15.0,6.0,5.685946417357392,1.0
35.1094551,129.094223,16.0,6.0,3.3914499470934008,0.0
35.1094933,129.0942383,15.0,11.0,4.469843284023841,5.0
35.1095276,129.0942383,14.0,21.0,3.813991252095443,10.0
35.1095581,129.0942688,14.0,30.0,4.3816854021422555,9.0
35.1095886,129.0942841,15.0,40.0,3.665907657038631,10.0
35.1096153,129.0943146,14.0,52.0,4.063451927005279,12.0
35.1096344,129.0943604,14.0,63.0,4.676243685367661,11.0
35.1096535,129.0944061,14.0,71.0,4.668140589267508,8.0
35.1096611,129.0944366,14.0,76.0,2.900237440569523,5.0
35.1096687,129.0944977,14.0,80.0,5.621746973013013,4.0
35.1096725,129.0945282,14.0,83.0,2.806376887944275,3.0
35.1096764,129.094574,14.0,86.0,4.188634448614287,3.0
35.1096802,129.0946198,15.0,87.0,4.187497627145728,1.0
35.1096802,129.0946655,14.0,87.0,4.157028283609016,0.0
35.1096802,129.0947113,15.0,88.0,4.166124627708338,1.0
35.109684,129.0947571,15.0,87.0,4.18749743387508,-1.0
35.109684,129.0948029,16.0,87.0,4.166124431131657,0.0
35.109684,129.0948486,15.0,87.0,4.157028092085515,0.0
35.109684,129.0948944,16.0,88.0,4.166124431131657,1.0
35.1096878,129.0949402,16.0,86.0,4.187497240604414,-2.0
35.1096878,129.0950012,15.0,87.0,5.54876809162094,1.0
35.1096916,129.095047,16.0,87.0,4.187497044959657,0.0
35.1096954,129.095108,16.0,86.0,5.564832808096478,-1.0
35.1096954,129.0951691,15.0,86.0,5.557863911927592,0.0
35.1096992,129.0951996,15.0,86.0,2.8063759893348923,0.0
35.1096992,129.0952454,15.0,87.0,4.166123656397318,1.0
35.1096992,129.0952911,15.0,92.0,4.157027314418762,5.0
35.1096992,129.0953369,15.0,96.0,4.166123656397318,4.0
35.1096916,129.0953827,14.0,102.0,4.2509707758911475,6.0
35.109684,129.0954285,14.0,109.0,4.250971158788553,7.0
35.1096687,129.095459,14.0,120.0,3.2544705766735342,11.0
35.1096458,129.0955048,13.0,130.0,4.88268274273059,10.0
35.109623,129.0955353,14.0,136.0,3.7582839820625003,6.0
35.1095886,129.0955658,14.0,149.0,4.725324819408582,13.0
35.1095581,129.0955811,14.0,157.0,3.665907657038631,8.0
35.1095238,129.0955963,14.0,166.0,4.056875668390648,9.0
35.1094894,129.0956116,14.0,173.0,4.07043261819012,7.0
35.1094627,129.0956116,13.0,174.0,2.968908642798683,1.0
35.1094208,129.0956116,13.0,174.0,4.659073861392202,0.0
35.1093864,129.0956268,13.0,174.0,4.067332010127822,0.0
35.1093597,129.0956268,13.0,176.0,2.968908642091359,2.0
35.1093292,129.0956268,13.0,176.0,3.3914499470934008,0.0
35.1092949,129.0956268,13.0,175.0,3.813991251388119,-1.0
35.1092606,129.0956268,13.0,176.0,3.813991252802767,1.0
