reg_seq,latitude,longitude,altitude,velocity,direction,position_fix,satelites,equ_no,dev_id,evnt_dt,cre_dt,cntr_dup,wk_id,y_blk,y_bay,y_row,y_tier,long_cut,latt_cut
3577,35.1079445,129.0972137,11,0,0,5,12,YT314,S01228451436,2021-10-31T19:08:28Z,2021-11-01T05:22:30Z,TRHU1704451-5,U,1I,28,3,3,404,396
3611,35.1078949,129.0971985,14,2,193,5,12,YT314,S01228451436,2021-10-31T19:09:06Z,2021-11-01T05:22:30Z,TRHU1704451-5,U,1I,28,3,3,404,394
3858,35.1078911,129.0971985,15,1,204,5,12,YT314,S01228451436,2021-10-31T19:09:07Z,2021-11-01T05:22:31Z,TRHU1704451-5,U,1I,28,3,3,404,394
4146,35.1078911,129.0971985,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:08Z,2021-11-01T05:22:32Z,TRHU1704451-5,U,1I,28,3,3,404,394
4273,35.1078911,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:09Z,2021-11-01T05:22:33Z,TRHU1704451-5,U,1I,28,3,3,404,394
4553,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:10Z,2021-11-01T05:22:52Z,TRHU1704451-5,U,1I,28,3,3,404,394
4814,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:11Z,2021-11-01T05:22:54Z,TRHU1704451-5,U,1I,28,3,3,404,394
5043,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:12Z,2021-11-01T05:22:56Z,TRHU1704451-5,U,1I,28,3,3,404,394
5360,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:13Z,2021-11-01T05:22:57Z,TRHU1704451-5,U,1I,28,3,3,404,394
5523,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:14Z,2021-11-01T05:22:58Z,TRHU1704451-5,U,1I,28,3,3,404,394
5773,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:15Z,2021-11-01T05:23:00Z,TRHU1704451-5,U,1I,28,3,3,404,394
5979,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:16Z,2021-11-01T05:23:01Z,TRHU1704451-5,U,1I,28,3,3,404,394
6253,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:17Z,2021-11-01T05:23:02Z,TRHU1704451-5,U,1I,28,3,3,404,394
6451,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:18Z,2021-11-01T05:23:03Z,TRHU1704451-5,U,1I,28,3,3,404,394
6757,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:19Z,2021-11-01T05:23:05Z,TRHU1704451-5,U,1I,28,3,3,404,394
6966,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:20Z,2021-11-01T05:23:06Z,TRHU1704451-5,U,1I,28,3,3,404,394
7212,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:21Z,2021-11-01T05:23:07Z,TRHU1704451-5,U,1I,28,3,3,404,394
7532,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:22Z,2021-11-01T05:23:09Z,TRHU1704451-5,U,1I,28,3,3,404,394
7696,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:23Z,2021-11-01T05:23:09Z,TRHU1704451-5,U,1I,28,3,3,404,394
7894,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:24Z,2021-11-01T05:23:11Z,TRHU1704451-5,U,1I,28,3,3,404,394
8175,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:25Z,2021-11-01T05:23:12Z,TRHU1704451-5,U,1I,28,3,3,404,394
8418,35.1078873,129.0972137,14,0,0,5,12,YT314,S01228451436,2021-10-31T19:09:26Z,2021-11-01T05:23:14Z,TRHU1704451-5,U,1I,28,3,3,404,394
