reg_seq,latitude,longitude,altitude,velocity,direction,position_fix,satelites,equ_no,dev_id,evnt_dt,cre_dt,cntr_dup,wk_id,y_blk,y_bay,y_row,y_tier,long_cut,latt_cut
261205,35.1070557,129.0792847,11,0,0,4,12,YT396,S01228453739,2021-10-31T17:33:28Z,2021-11-01T05:42:02Z,"","","",,,,84,375
261250,35.1079941,129.0814819,11,6,323,5,6,YT396,S01228453739,2021-10-31T19:26:40Z,2021-11-01T05:42:02Z,"","","",,,,123,397
261446,35.1080017,129.0814819,12,7,349,5,6,YT396,S01228453739,2021-10-31T19:26:41Z,2021-11-01T05:42:03Z,"","","",,,,123,397
261709,35.1080284,129.0814819,13,8,11,5,6,YT396,S01228453739,2021-10-31T19:26:42Z,2021-11-01T05:42:04Z,"","","",,,,123,398
261988,35.1080513,129.0814819,14,10,35,5,6,YT396,S01228453739,2021-10-31T19:26:43Z,2021-11-01T05:42:05Z,"","","",,,,123,398
262193,35.1080666,129.0814972,14,11,51,5,6,YT396,S01228453739,2021-10-31T19:26:44Z,2021-11-01T05:42:06Z,"","","",,,,123,398
262500,35.1080818,129.081543,14,12,75,5,6,YT396,S01228453739,2021-10-31T19:26:45Z,2021-11-01T05:42:08Z,"","","",,,,124,399
262756,35.1080856,129.0815735,14,13,89,5,6,YT396,S01228453739,2021-10-31T19:26:46Z,2021-11-01T05:42:09Z,"","","",,,,125,399
262960,35.1080856,129.0816193,15,17,97,5,6,YT396,S01228453739,2021-10-31T19:26:47Z,2021-11-01T05:42:10Z,"","","",,,,126,399
263217,35.108078,129.0816803,15,18,105,5,6,YT396,S01228453739,2021-10-31T19:26:48Z,2021-11-01T05:42:11Z,"","","",,,,127,399
263547,35.1080627,129.0817261,15,18,114,5,6,YT396,S01228453739,2021-10-31T19:26:49Z,2021-11-01T05:42:13Z,"","","",,,,128,398
263808,35.1080399,129.0817871,15,17,122,5,6,YT396,S01228453739,2021-10-31T19:26:50Z,2021-11-01T05:42:14Z,"","","",,,,129,398
264036,35.1080017,129.0818329,15,18,140,5,6,YT396,S01228453739,2021-10-31T19:26:51Z,2021-11-01T05:42:15Z,"","","",,,,129,397
264338,35.1079674,129.0818634,15,16,149,5,6,YT396,S01228453739,2021-10-31T19:26:52Z,2021-11-01T05:42:16Z,"","","",,,,130,396
264517,35.1079369,129.0818787,15,15,159,5,6,YT396,S01228453739,2021-10-31T19:26:53Z,2021-11-01T05:42:17Z,"","","",,,,130,395
