0,1,2,3,4
0.3808456,0.35305023,0.1609601,0.06315178,0.041992314
0.5945079,0.19393061,0.08486546,0.05874922,0.067946844
0.26275122,0.17001641,0.149426,0.18342397,0.23438236
0.35703585,0.12243175,0.11856843,0.16268091,0.23928308
0.34858745,0.12228469,0.117820054,0.17224188,0.23906586
0.34481183,0.122046635,0.12397261,0.17035516,0.23881377
0.33736885,0.12810805,0.12448096,0.1728655,0.23717663
0.32960495,0.12300778,0.12198437,0.16872466,0.25667822
0.31640688,0.12074779,0.120196424,0.18092418,0.26172477
0.29836896,0.120607786,0.12933825,0.18650934,0.26517564
0.30742458,0.12962803,0.13247922,0.18814921,0.24231902
0.31340423,0.12719277,0.13165398,0.16859642,0.2591526
0.29608747,0.13089226,0.12089576,0.184658,0.26746646
0.3111559,0.119883746,0.13107587,0.18905705,0.24882741
0.2894943,0.13041472,0.13733916,0.18009368,0.26265812
0.27519587,0.12755473,0.123003036,0.17754303,0.29670334
0.26550478,0.11523828,0.12175302,0.20144434,0.29605955
0.21910185,0.10819679,0.13665281,0.20003363,0.33601493
0.1900263,0.1179047,0.1353634,0.225349,0.3313566
0.15876813,0.099446274,0.13652234,0.20214269,0.40312055
0.134485,0.109972015,0.13933428,0.27033925,0.34586942
0.1355269,0.114452936,0.19658144,0.2510728,0.3023659
0.13766469,0.16379477,0.19021386,0.22994137,0.2783854
0.1854697,0.16016935,0.17340936,0.20787317,0.27307844
0.18230416,0.16009416,0.17671025,0.23139375,0.24949768
0.17531128,0.16677028,0.20739643,0.2226085,0.2279135
0.1803645,0.19464798,0.19568403,0.19741856,0.23188488
0.2236621,0.1896644,0.17107351,0.19520427,0.2203957
0.24385063,0.17731142,0.17458284,0.18873675,0.21551843
0.24462847,0.18353322,0.16750126,0.18262158,0.22171545
0.26901585,0.17899464,0.1616637,0.1888461,0.20147973
0.27283922,0.17435667,0.16814837,0.17296848,0.21168728
0.2623505,0.18459307,0.15581533,0.18262465,0.21461643
0.27506116,0.16948985,0.16392745,0.18491644,0.20660508
0.25581145,0.17968048,0.16689365,0.17932108,0.21829326
0.25850284,0.17795348,0.16090967,0.18689148,0.21574253
0.26005173,0.1775034,0.16988726,0.18835965,0.20419793
0.2662743,0.1822203,0.16756386,0.17509906,0.20884247
0.27449,0.18498757,0.15906653,0.18103689,0.200419
0.2764903,0.17461291,0.16246201,0.17126556,0.2151692
0.2694121,0.18047756,0.15623322,0.18765281,0.20622432
0.2666987,0.17151445,0.16928336,0.17845619,0.21404728
0.25322393,0.18676247,0.1628986,0.18604667,0.21106835
0.27321133,0.17713153,0.16576171,0.17972904,0.20416638
0.26885286,0.18536618,0.16376951,0.17774859,0.20426288
0.28149343,0.17941818,0.15953605,0.17448372,0.20506863
0.283293,0.1817509,0.1612145,0.18058181,0.19315976
0.288951,0.18507041,0.16853608,0.17071474,0.18672778
0.2932738,0.19164896,0.15786317,0.1639276,0.19328652
0.29822928,0.17668194,0.14825924,0.1645903,0.21223924
0.28069603,0.16821584,0.14786586,0.18236051,0.22086173
0.26461998,0.16736327,0.16747184,0.19417073,0.20637417
0.25031555,0.1881323,0.18125926,0.18398975,0.19630317
0.2638066,0.19716679,0.16650797,0.1684198,0.20409885
0.2916855,0.18502752,0.15240175,0.17540103,0.1954842
0.29242754,0.1730354,0.16113852,0.17079008,0.2026085
0.26224962,0.17993237,0.15495084,0.17469291,0.22817422
0.26808372,0.17233449,0.15827344,0.19925009,0.20205823
0.26197162,0.1815774,0.1902784,0.18413998,0.1820326
0.2591616,0.20587204,0.16580538,0.15771426,0.21144672
0.2945412,0.18202452,0.14262465,0.1813633,0.19944629
0.28897372,0.16808397,0.1720412,0.18162178,0.18927932
0.270499,0.21037312,0.18181786,0.17949052,0.1578195
0.30779827,0.19923276,0.1609599,0.13761964,0.19438939
0.30036327,0.18539453,0.12929057,0.1776895,0.20726211
0.28606892,0.15171663,0.16908245,0.19061668,0.20251535
0.24516504,0.20277801,0.18672116,0.19182809,0.17350769
0.310764,0.20844062,0.17379577,0.15135919,0.15564036
0.34645018,0.21239038,0.14889325,0.14712687,0.14513928
0.37313607,0.18786451,0.14805068,0.14175005,0.14919867
0.33167356,0.18479453,0.14084983,0.14276442,0.1999177
0.3567633,0.17252657,0.13308832,0.1776746,0.15994716
0.35076743,0.17693485,0.18322454,0.15894058,0.13013262
0.3742577,0.23025742,0.15393303,0.120774314,0.12077755
0.43481314,0.1970525,0.12181782,0.11461409,0.1317025
0.42710918,0.16741534,0.1159477,0.12547272,0.16405502
0.3908589,0.1463554,0.11479633,0.14034076,0.20764863
0.40798816,0.14788699,0.11968175,0.16692784,0.15751521
0.37913653,0.15153992,0.14714384,0.13491242,0.18726733
0.44727448,0.174114,0.10512473,0.13639154,0.13709527
0.44591346,0.13626127,0.12177066,0.11467142,0.18138316
0.37916815,0.16312176,0.10532374,0.15526883,0.19711754
0.4426391,0.1294696,0.12741596,0.15213864,0.14833674
0.37682858,0.17462938,0.14294584,0.13045277,0.1751434
0.43012515,0.16945302,0.10762572,0.13573584,0.15706024
0.43822554,0.14166485,0.12248502,0.13240378,0.16522072
0.3866646,0.16192564,0.12265099,0.14491054,0.18384819
0.399179,0.14863902,0.12248385,0.14563917,0.1840589
0.36257404,0.15556891,0.1290387,0.1522232,0.20059516
0.39080244,0.15934767,0.13082229,0.16461393,0.15441369
0.39662975,0.15971105,0.14342275,0.12797207,0.17226444
0.4058324,0.18344203,0.11623723,0.14797601,0.14651226
0.41586968,0.14111063,0.12653625,0.120276965,0.19620648
0.3934826,0.16919021,0.11296507,0.17458917,0.14977291
0.42438573,0.13851473,0.15187646,0.12511949,0.16010353
0.34138185,0.19440296,0.119415894,0.14716731,0.19763204
0.43133733,0.1383392,0.12074552,0.15352367,0.15605423
0.35798743,0.16256103,0.14753018,0.14052653,0.19139478
0.35658008,0.16634117,0.11765915,0.15191032,0.2075093
0.3146616,0.1258983,0.117496714,0.15157643,0.29036695
0.24996674,0.13480309,0.13220176,0.24052817,0.24250029
0.19172138,0.11732945,0.16603039,0.1594012,0.36551762
0.15233472,0.14443128,0.11664297,0.25620115,0.33038992
0.16081788,0.09701598,0.17881575,0.22627,0.3370804
0.11985608,0.1587651,0.18127032,0.2682206,0.27188784
0.17913541,0.16351224,0.22798961,0.2353522,0.19401048
0.16911143,0.23289433,0.2409492,0.19464478,0.16240017
0.24616908,0.23506492,0.18159007,0.15014412,0.18703184
0.2592761,0.19203997,0.15038562,0.18354104,0.21475728
0.21863213,0.15017885,0.16934739,0.19712287,0.26471877
0.16586362,0.1500324,0.16105871,0.22150198,0.3015433
0.16141477,0.13035832,0.16474037,0.23023333,0.31325316
0.14462872,0.14029633,0.18178737,0.24877156,0.28451598
0.15645777,0.15583798,0.19443908,0.22388874,0.2693764
0.17923741,0.16966759,0.17711198,0.21565661,0.25832644
0.19367108,0.14735939,0.16047062,0.19842862,0.30007035
0.17362574,0.13792393,0.15514246,0.23887251,0.29443532
0.16639747,0.1403735,0.19482781,0.24170215,0.25669906
0.17155583,0.17834349,0.20068398,0.21514997,0.23426673
0.23445918,0.19481592,0.18969852,0.20447204,0.17655425
0.27084988,0.19332647,0.18149759,0.1613008,0.19302528
0.2777219,0.18630952,0.15009388,0.18224567,0.20362896
0.25105536,0.1483695,0.16039693,0.18066773,0.25951043
0.21007863,0.16014712,0.15667395,0.22789752,0.24520284
0.22006504,0.1482726,0.19054581,0.21147147,0.22964513
0.21158412,0.19093278,0.18886589,0.20565154,0.20296565
0.24580175,0.17826644,0.17100915,0.16874738,0.23617522
0.23923887,0.16827565,0.14619793,0.20124793,0.2450396
0.23603725,0.14547548,0.17301427,0.21497893,0.23049405
0.20984112,0.17574549,0.19487436,0.20853142,0.21100764
0.2412625,0.19225842,0.1817926,0.18489912,0.19978735
0.28005067,0.19063531,0.17004652,0.18115519,0.17811225
0.27949908,0.18271758,0.1679412,0.16538419,0.20445801
0.26475474,0.17119709,0.14861694,0.1832691,0.23216218
0.25044745,0.15450898,0.16622902,0.21090634,0.21790817
0.22795926,0.17257309,0.19367678,0.19989298,0.20589788
0.23203626,0.18327242,0.16983066,0.17326619,0.24159451
0.24219595,0.16403717,0.14594777,0.20065983,0.24715923
0.23218168,0.14650877,0.17479873,0.21770616,0.22880472
0.20823163,0.17569125,0.19822681,0.20587888,0.2119714
0.24392323,0.19243321,0.17561394,0.17967722,0.20835248
0.27592698,0.17973277,0.16031548,0.18471318,0.19931158
0.28246993,0.17491852,0.17704336,0.18931879,0.17624941
0.267641,0.19051816,0.17668326,0.16450952,0.20064798
0.29229718,0.1889716,0.15499173,0.1865998,0.17713967
0.3004855,0.17391628,0.18143962,0.17225112,0.17190748
0.28491995,0.20745634,0.17366917,0.17130832,0.16264623
0.33944526,0.1954046,0.16897093,0.15913986,0.13703936
0.34397426,0.20615882,0.16986312,0.14481147,0.13519233
0.35973725,0.20176277,0.14828537,0.13394105,0.15627354
0.33987686,0.17693423,0.13848208,0.15721436,0.18749246
0.28910163,0.15967977,0.1587493,0.18451174,0.20795763
0.24708708,0.18025632,0.1879492,0.20524481,0.17946266
0.25271732,0.20010641,0.19999346,0.17226478,0.174918
0.28556406,0.21318848,0.17066775,0.1688998,0.16167994
0.2780217,0.16732517,0.14775115,0.13377067,0.2731314
0.23664226,0.15663505,0.12928882,0.24856417,0.22886969
0.20323925,0.12692736,0.20903008,0.19792834,0.26287496
0.1622966,0.1918638,0.18591894,0.23914298,0.22077766
0.19630103,0.18298437,0.21729124,0.19568756,0.2077358
0.20666775,0.1832935,0.17723566,0.2014885,0.23131457
0.21455011,0.17003302,0.17752852,0.19584629,0.24204208
0.18594171,0.14819661,0.15835619,0.19965859,0.30784693
0.18254405,0.14637516,0.16644888,0.24883729,0.25579458
0.17990826,0.15318233,0.21072516,0.21958809,0.23659614
0.19568224,0.1897506,0.18634899,0.1984265,0.22979164
0.23225734,0.1705223,0.16483906,0.19021393,0.24216743
0.22112367,0.1583584,0.17113173,0.21730074,0.23208551
0.22124289,0.16872059,0.19034496,0.20315306,0.21653846
0.22040622,0.18448325,0.18509777,0.19646306,0.21354967
0.24581718,0.1785238,0.17093754,0.18325916,0.2214623
0.24369767,0.17139669,0.16627996,0.20029227,0.21833338
0.23921089,0.16606006,0.17969643,0.19452122,0.2205114
0.23376772,0.1822197,0.1788057,0.20059521,0.2046117
0.23921648,0.1749828,0.18007773,0.18288335,0.22283971
0.24288212,0.17909738,0.1652423,0.1993539,0.21342422
0.24229333,0.16407102,0.17790492,0.18829861,0.22743212
0.23334843,0.18224306,0.17243503,0.2051542,0.20681925
0.26763478,0.17662404,0.18619065,0.18679143,0.18275908
0.26035592,0.19149023,0.1726764,0.16830647,0.20717098
0.26797515,0.1786099,0.15802062,0.18927045,0.2061239
0.25737137,0.16740943,0.17692013,0.19074756,0.20755154
0.2587171,0.1860889,0.17818339,0.19095059,0.18605998
0.28339645,0.18576734,0.17274745,0.16585667,0.19223206
0.2793173,0.1857098,0.15926284,0.18063927,0.19507077
0.28345162,0.16851886,0.16508645,0.1746956,0.20824745
0.26286772,0.17626052,0.16292886,0.18969382,0.20824912
0.27012238,0.17239001,0.17432015,0.18676743,0.1964
0.2639107,0.18342555,0.17250903,0.17826295,0.20189169
0.28240538,0.18336573,0.166623,0.18439071,0.18321523
0.2909796,0.18766534,0.18256195,0.17741297,0.16138008
0.30870646,0.206152,0.17562594,0.15568577,0.15382986
0.34420717,0.20262375,0.15594766,0.14964624,0.14757523
0.34285957,0.18584736,0.15541002,0.14762937,0.16825366
0.31740773,0.18668158,0.1528952,0.165749,0.1772665
0.29438883,0.17160612,0.16160311,0.16726917,0.20513274
0.2586715,0.17149185,0.15514229,0.17912833,0.23556599
0.24493869,0.16210161,0.16306074,0.20708509,0.22281384
0.2308234,0.16535819,0.18914111,0.20088664,0.21379071
0.22919498,0.18608488,0.1761986,0.18067469,0.22784686
0.25102383,0.17601232,0.16297616,0.20195489,0.20803283
0.25461555,0.16377796,0.17823358,0.18051228,0.2228606
0.25071323,0.18408342,0.16170382,0.1927765,0.21072303
0.2606362,0.1648039,0.17339295,0.18610974,0.21505718
0.24172044,0.17486233,0.16444647,0.1848888,0.23408203
0.25401175,0.16561191,0.16212563,0.20116474,0.21708591
0.2346819,0.15846394,0.17184094,0.1828463,0.25216693
0.23147422,0.17259414,0.16203779,0.21967202,0.21422182
0.24701141,0.16598451,0.19899836,0.19205317,0.19595262
0.24067645,0.201002,0.17302193,0.17306896,0.21223058
0.27227917,0.16944486,0.15000892,0.18137549,0.22689155
0.25626367,0.1594723,0.16771853,0.20730019,0.20924528
0.23750193,0.17385858,0.18840413,0.1878976,0.21233775
0.24824166,0.19018652,0.16862307,0.1873914,0.20555733
0.27379233,0.17176759,0.16761683,0.1821606,0.2046626
0.26617733,0.1814348,0.17273362,0.19102228,0.18863192
0.26198536,0.17775317,0.17288421,0.16886985,0.21850736
0.24892654,0.17101455,0.1481554,0.18772927,0.24417426
0.26060033,0.1579191,0.17401811,0.22450975,0.18295279
0.24260272,0.18403056,0.20677657,0.16906269,0.1975275
0.26468545,0.2076698,0.15334064,0.17525116,0.19905296
0.30317298,0.16538607,0.16499649,0.18450889,0.18193561
0.26608628,0.18469809,0.18009551,0.17448848,0.19463167
0.2781728,0.18861663,0.16060057,0.17587376,0.19673628
0.27415365,0.16848497,0.1619172,0.17746648,0.21797775
0.25385293,0.170363,0.16262074,0.195343,0.2178203
0.24594761,0.16655698,0.17514217,0.19195804,0.22039518
0.24158588,0.17890175,0.17282301,0.1951166,0.21157277
0.25625718,0.17597288,0.17547196,0.18831033,0.20398772
0.26255324,0.18394276,0.17478079,0.18680455,0.19191869
0.26868895,0.18394622,0.17399856,0.17527196,0.19809426
0.27887872,0.18918926,0.16758458,0.1860866,0.1782609
0.29031253,0.1818565,0.17652547,0.16681774,0.18448776
0.27553353,0.18849644,0.15647842,0.16850963,0.21098204
0.28180507,0.17010807,0.16012882,0.19594374,0.19201426
0.26012665,0.17114143,0.1799178,0.1727911,0.21602306
0.25454912,0.18657911,0.15754569,0.19144687,0.20987919
0.26721236,0.16340332,0.17328991,0.18704738,0.20904705
0.24769658,0.1819035,0.1714313,0.18750687,0.21146178
0.2666618,0.17960012,0.17289262,0.191556,0.18928947
0.2765366,0.18783708,0.18214336,0.17724457,0.1762383
0.29133758,0.1997318,0.17181133,0.16757254,0.16954672
0.30067798,0.18645483,0.15937015,0.15702687,0.19647013
0.29325253,0.17846541,0.15250027,0.18426526,0.19151656
0.2791181,0.1706462,0.1771143,0.17931643,0.19380501
