reg_seq,latitude,longitude,altitude,velocity,direction,position_fix,satelites,equ_no,dev_id,evnt_dt,cre_dt,cntr_dup,wk_id,y_blk,y_bay,y_row,y_tier,long_cut,latt_cut
8,35.0995102,129.0951538,11,14,351,5,12,YT375,S01228443783,2021-10-31T19:08:50Z,2021-11-01T05:22:09Z,TGBU6354521-1,U,3J,16,3,2,367,198
184,35.0995369,129.0951538,11,15,351,5,12,YT375,S01228443783,2021-10-31T19:08:51Z,2021-11-01T05:22:10Z,TGBU6354521-1,U,3J,16,3,2,367,199
394,35.0995789,129.0951538,11,15,351,5,12,YT375,S01228443783,2021-10-31T19:08:52Z,2021-11-01T05:22:11Z,TGBU6354521-1,U,3J,16,3,2,367,200
655,35.099617,129.0951385,11,15,352,5,12,YT375,S01228443783,2021-10-31T19:08:53Z,2021-11-01T05:22:13Z,TGBU6354521-1,U,3J,16,3,2,367,201
877,35.0996552,129.0951385,11,15,353,5,12,YT375,S01228443783,2021-10-31T19:08:54Z,2021-11-01T05:22:14Z,TGBU6354521-1,U,3J,16,3,2,367,202
1119,35.0996971,129.0951233,11,15,354,4,12,YT375,S01228443783,2021-10-31T19:08:55Z,2021-11-01T05:22:16Z,TGBU6354521-1,U,3J,16,3,2,367,202
1314,35.0997353,129.0951233,11,16,354,4,12,YT375,S01228443783,2021-10-31T19:08:56Z,2021-11-01T05:22:17Z,TGBU6354521-1,U,3J,16,3,2,367,203
1582,35.0997772,129.0951233,11,16,355,4,12,YT375,S01228443783,2021-10-31T19:08:57Z,2021-11-01T05:22:18Z,TGBU6354521-1,U,3J,16,3,2,367,204
1777,35.0998154,129.0951233,11,16,355,4,12,YT375,S01228443783,2021-10-31T19:08:58Z,2021-11-01T05:22:20Z,TGBU6354521-1,U,3J,16,3,2,367,205
2103,35.099865,129.095108,11,16,353,2,12,YT375,S01228443783,2021-10-31T19:08:59Z,2021-11-01T05:22:22Z,TGBU6354521-1,U,3J,16,3,2,366,206
2316,35.0998993,129.095108,11,17,355,5,12,YT375,S01228443783,2021-10-31T19:09:00Z,2021-11-01T05:22:23Z,TGBU6354521-1,U,3J,16,3,2,366,207
2511,35.0999413,129.095108,11,17,355,5,12,YT375,S01228443783,2021-10-31T19:09:01Z,2021-11-01T05:22:24Z,TGBU6354521-1,U,3J,16,3,2,366,208
2758,35.0999947,129.0950928,11,17,357,5,12,YT375,S01228443783,2021-10-31T19:09:02Z,2021-11-01T05:22:25Z,TGBU6354521-1,U,3J,16,3,2,366,209
3015,35.1000404,129.0950928,11,18,358,5,12,YT375,S01228443783,2021-10-31T19:09:03Z,2021-11-01T05:22:27Z,TGBU6354521-1,U,3J,16,3,2,366,211
3256,35.1000786,129.0950928,11,18,358,5,12,YT375,S01228443783,2021-10-31T19:09:04Z,2021-11-01T05:22:28Z,TGBU6354521-1,U,3J,16,3,2,366,211
3446,35.1001244,129.0950928,11,18,358,4,12,YT375,S01228443783,2021-10-31T19:09:05Z,2021-11-01T05:22:29Z,TGBU6354521-1,U,3J,16,3,2,366,212
3704,35.1001701,129.0950928,11,18,357,5,12,YT375,S01228443783,2021-10-31T19:09:06Z,2021-11-01T05:22:30Z,TGBU6354521-1,U,3J,16,3,2,366,214
3958,35.1002197,129.0950928,11,19,356,5,12,YT375,S01228443783,2021-10-31T19:09:07Z,2021-11-01T05:22:31Z,TGBU6354521-1,U,3J,16,3,2,366,215
4204,35.1002655,129.0950775,11,19,355,5,12,YT375,S01228443783,2021-10-31T19:09:08Z,2021-11-01T05:22:33Z,TGBU6354521-1,U,3J,16,3,2,366,216
4439,35.1003189,129.0950775,11,20,354,4,12,YT375,S01228443783,2021-10-31T19:09:09Z,2021-11-01T05:22:52Z,TGBU6354521-1,U,3J,16,3,2,366,217
4688,35.1003685,129.0950775,11,20,353,4,12,YT375,S01228443783,2021-10-31T19:09:10Z,2021-11-01T05:22:53Z,TGBU6354521-1,U,3J,16,3,2,366,218
4902,35.1004181,129.0950623,11,20,354,4,12,YT375,S01228443783,2021-10-31T19:09:11Z,2021-11-01T05:22:55Z,TGBU6354521-1,U,3J,16,3,2,366,219
5144,35.1004715,129.0950623,11,20,353,4,12,YT375,S01228443783,2021-10-31T19:09:12Z,2021-11-01T05:22:56Z,TGBU6354521-1,U,3J,16,3,2,366,221
5383,35.1005325,129.095047,11,21,353,4,12,YT375,S01228443783,2021-10-31T19:09:13Z,2021-11-01T05:22:57Z,TGBU6354521-1,U,3J,16,3,2,365,222
5709,35.1005859,129.095047,11,21,354,4,12,YT375,S01228443783,2021-10-31T19:09:14Z,2021-11-01T05:22:59Z,TGBU6354521-1,U,3J,16,3,2,365,223
5851,35.1006317,129.0950317,11,21,354,4,12,YT375,S01228443783,2021-10-31T19:09:15Z,2021-11-01T05:23:00Z,TGBU6354521-1,U,3J,16,3,2,365,224
6120,35.1006966,129.0950317,11,22,354,4,12,YT375,S01228443783,2021-10-31T19:09:16Z,2021-11-01T05:23:02Z,TGBU6354521-1,U,3J,16,3,2,365,226
6405,35.10075,129.0950165,11,22,355,4,12,YT375,S01228443783,2021-10-31T19:09:17Z,2021-11-01T05:23:03Z,TGBU6354521-1,U,3J,16,3,2,365,227
6625,35.1007957,129.0950165,11,22,354,4,12,YT375,S01228443783,2021-10-31T19:09:18Z,2021-11-01T05:23:04Z,TGBU6354521-1,U,3J,16,3,2,365,228
6860,35.100853,129.0950165,11,22,354,4,12,YT375,S01228443783,2021-10-31T19:09:19Z,2021-11-01T05:23:05Z,TGBU6354521-1,U,3J,16,3,2,365,230
7101,35.1009102,129.0950012,11,22,354,4,12,YT375,S01228443783,2021-10-31T19:09:20Z,2021-11-01T05:23:06Z,TGBU6354521-1,U,3J,16,3,2,364,231
7349,35.100975,129.0950012,11,22,355,4,12,YT375,S01228443783,2021-10-31T19:09:21Z,2021-11-01T05:23:08Z,TGBU6354521-1,U,3J,16,3,2,364,232
7548,35.1010208,129.094986,11,22,356,4,12,YT375,S01228443783,2021-10-31T19:09:22Z,2021-11-01T05:23:09Z,TGBU6354521-1,U,3J,16,3,2,364,233
7809,35.1010895,129.094986,11,22,355,4,12,YT375,S01228443783,2021-10-31T19:09:23Z,2021-11-01T05:23:10Z,TGBU6354521-1,U,3J,16,3,2,364,235
